"","MCCR-00039-01","MCCR-00040-01","MCCR-00041-01","MCCR-00042-01","MCCR-00043-01","MCCR-00044-01","MCCR-00045-01","MCCR-00046-01","MCCR-00047-01","MCCR-00048-01","MCCR-00049-01","MCCR-00050-01","MCCR-00051-01","MCCR-00052-01","MCCR-00053-01","MCCR-00054-01","MCCR-00055-01","MCCR-00056-01","MCCR-00057-01","MCCR-00058-01","MCCR-00059-01","MCCR-00060-01","MCCR-00061-01","MCCR-00062-01","MCCR-00063-01","MCCR-00064-01","MCCR-00065-01","MCCR-00066-01","MCCR-00067-01","MCCR-00068-01","MCCR-00069-01","MCCR-00070-01","MCCR-00071-01","MCCR-00072-01","MCCR-00073-01","MCCR-00074-01","MCCR-00075-01","MCCR-00076-01","MCCR-00078-01","MCCR-00079-01","MCCR-00080-01","MCCR-00081-01","MCCR-00082-01","MCCR-00083-01","MCCR-00084-01","MCCR-00085-01","MCCR-00086-01","MCCR-00087-01","MCCR-00088-01","MCCR-00089-01","MCCR-00090-01","MCCR-00091-01","MCCR-00092-01","MCCR-00093-01","MCCR-00094-01","MCCR-00095-01","MCCR-00096-01","MCCR-00097-01","MCCR-00098-01","MCCR-00099-01","MCCR-00100-01","MCCR-00101-01","MCCR-00102-01","MCCR-00103-01","MCCR-00104-01","MCCR-00105-01","MCCR-00106-01","MCCR-00107-01"
"","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor","tumor"
"cdp-choline","0.786893","0.777406","0.936428","1.355039","0.514802","0.371874","1.591119","1.105127","0.832600","1.073924","0.641513","1.169946","0.920372","0.732267","0.587969","0.941642","0.784434","0.371874","1.161669","0.911538","1.147693","1.919090","2.747086","0.371874","0.371874","0.371874","0.583580","1.000000","0.758918","1.000000","1.699600","1.592889","0.371874","0.864020","1.346972","1.689957","3.361150","0.994622","0.765363","1.306132","1.773966","1.882387","0.742142","0.924340","0.371874","0.809337","6.096043","0.371874","1.928879","1.028906","0.942108","0.371874","0.831582","1.023332","1.446873","1.561319","0.957234","2.388857","1.321114","0.895841","1.005378","0.593910","0.371874","1.036495","0.630943","0.966786","1.230014","0.764463"
"dehydroascorbate","0.467972","1.000104","1.799666","3.529711","0.552755","1.139603","0.996522","1.921337","3.904775","3.970869","0.525427","0.168596","3.785862","0.430398","1.593650","1.986672","1.025251","1.000000","0.168596","0.168596","0.168596","0.168596","0.168596","0.384352","0.168596","0.855181","0.782200","0.168596","4.176008","4.046037","0.348558","0.972181","0.168596","1.771575","0.168596","0.168596","0.168596","0.168596","1.003478","0.168596","0.168596","0.168596","1.060793","0.468599","0.168596","0.168596","0.763026","0.168596","1.440839","1.010113","0.206116","0.168596","0.168596","0.168596","0.200930","0.168596","0.168596","0.168596","0.748695","0.168596","0.999896","0.602220","0.168596","0.168596","0.168596","0.497239","1.989872","1.300603"
"deoxycarnitine","0.281064","0.693875","1.015413","0.281064","0.281064","0.602834","0.797671","0.281064","0.530633","0.281064","0.281064","0.325298","0.281064","0.281064","0.453166","0.756587","0.281064","0.281064","0.655500","0.281064","0.281064","0.606181","1.759361","0.281064","1.905544","0.281064","0.973667","0.728242","0.412200","0.511191","1.275076","2.055477","0.509169","0.281064","1.370553","1.373682","1.341225","0.768560","0.883216","1.132933","2.140833","2.589605","1.000000","1.172439","2.107242","0.703708","2.321389","1.148812","2.167346","0.281064","1.867459","0.716815","1.166553","1.546185","0.731423","1.110233","0.970128","1.995831","1.812165","1.029872","1.418519","0.387868","0.536587","1.148364","0.590998","0.639962","0.716570","1.000000"
"dihomolinoleate (20:2n6)","1.898281","1.159363","1.709605","0.990317","0.650441","0.403185","1.437301","2.474881","1.000000","0.613037","0.957764","0.381715","2.038620","0.735851","0.319872","0.868816","1.000000","0.654700","0.942035","0.746796","1.718275","1.000000","1.644269","0.397277","1.049596","0.364313","0.332884","0.534590","0.650112","0.289880","0.386315","2.627275","0.376809","0.937689","1.866220","2.138057","1.254317","0.424848","2.158096","1.207486","0.612764","3.679526","0.481144","2.540803","1.872405","0.518448","2.044114","1.063295","1.074231","1.627007","0.201706","0.387299","1.686193","0.554734","0.685218","1.113394","0.369890","1.931672","0.973448","3.046230","1.334884","0.945958","2.787229","3.788920","1.634842","0.668494","1.372892","5.054729"
"dihomolinolenate (20:3n3 or 3n6)","1.520316","1.534074","1.480502","0.496211","0.464780","0.355440","1.009098","2.028524","0.546671","0.627821","0.777585","1.000000","2.038376","0.704551","0.194826","1.050768","0.637446","0.583449","0.841000","0.719167","1.316824","1.150771","1.031009","0.418597","0.876205","0.534528","0.247287","0.661126","1.000000","0.158558","0.417790","4.065104","0.715564","0.331580","2.279907","1.252704","1.039217","0.687709","2.050134","1.994112","0.650464","1.827465","0.592202","2.028699","1.042271","0.552876","0.951614","1.000000","1.667740","0.971457","0.109942","0.407002","2.327715","0.691404","0.558818","1.225045","0.490587","2.259526","1.142982","2.737518","1.902319","1.092318","2.044873","4.830710","3.441146","0.687086","1.233902","2.344216"
"dihydrocholesterol","1.751018","0.773593","0.823709","1.987229","1.422527","0.912707","1.411138","3.424717","1.401462","1.618012","1.004595","0.613698","3.651862","1.649981","1.301391","1.464481","0.991779","1.207080","0.452074","2.400344","1.242781","1.422144","1.067860","1.333932","0.638342","1.025862","0.159708","1.162568","1.838949","1.187952","1.474049","1.432919","0.772354","1.391066","0.995405","0.357368","1.000000","0.588597","0.917045","1.220673","0.396946","0.737918","0.995061","0.416994","1.055247","1.905862","1.206814","0.678814","0.834165","1.678497","0.671965","0.780139","0.901191","0.797511","0.159708","1.000000","0.936104","0.759290","1.291171","0.840839","0.964214","1.096779","0.779733","0.353352","1.157238","0.761649","0.827126","0.723580"
"dihydroxyacetone phosphate (dhap)","1.000000","0.412113","0.894167","1.927186","1.059960","0.370343","0.128135","1.270885","2.035282","2.077981","1.500932","1.466810","3.790375","0.995244","1.275852","1.597810","0.361807","0.799558","1.084001","0.293312","1.322852","0.389289","0.128135","1.095082","0.161425","1.986311","0.128135","1.273077","1.670786","1.882065","1.085737","1.463075","0.976241","2.944338","0.128135","0.542646","0.128135","0.596837","2.654757","0.128135","0.506962","0.599613","0.767112","0.128135","0.128135","1.069081","0.128135","0.697734","0.128135","2.107028","0.725091","0.275164","0.722441","0.860258","0.128135","0.823905","0.473494","0.128135","0.752474","0.515638","1.004756","1.754943","0.128135","0.128135","1.023759","0.588047","0.594598","0.128135"
"dimethylallyl pyrophosphate (dmapp)","1.041538","0.867344","1.439016","1.303262","1.094480","0.714514","1.602956","1.321774","0.901199","1.874812","1.028612","1.178710","1.394674","1.000000","1.303086","1.207929","1.449399","1.481647","0.567854","0.789267","1.628011","1.331749","1.017616","1.200353","0.422765","0.465787","0.489221","0.407053","1.919150","0.812797","1.072167","0.973435","0.957816","1.215334","1.562950","1.000000","0.714133","0.892675","0.813719","1.138711","1.037257","1.000000","1.019622","0.847268","0.906343","0.826949","0.709332","0.461467","0.667034","1.064462","0.515803","0.412842","0.792948","1.036614","1.189358","0.847528","0.586710","0.956880","1.080528","1.346490","1.495275","1.050515","0.433515","0.702266","0.957350","0.858561","0.891739","1.209463"
"dimethylarginine (adma + sdma)","0.441447","0.441447","0.441447","0.441447","0.466103","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","0.441447","1.072181","0.656892","0.441447","0.441447","0.982817","0.441447","3.368462","0.441447","2.815463","0.739365","0.441447","0.441447","1.121969","1.702926","0.441447","0.824824","1.148676","0.441447","1.545295","0.441447","0.854205","0.668742","0.441447","7.284282","0.441447","0.916498","0.441447","0.655150","0.441447","0.927819","2.751201","0.441447","0.441447","0.441447","0.441447","2.549734","0.441447","0.816602","0.441447","2.514704","0.441447","0.877779","1.513423","0.441447","0.766283","1.020912","0.441447","0.441447","1.000000","1.000000"
"diphenhydramine","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000","1.000000"
"docosadienoate (22:2n6)","2.145598","0.995280","1.807190","1.037297","0.848034","0.590114","1.767803","1.627976","0.633649","0.637555","1.000000","0.474289","1.210269","0.883824","0.202092","0.888756","1.047657","0.429763","0.702571","0.995422","1.453205","1.000000","1.755233","0.335094","1.273166","0.328116","0.260284","0.424926","0.679766","0.327302","0.325066","2.356010","0.436786","0.937673","1.829834","3.065444","1.001494","0.500128","2.370447","1.403149","1.000000","3.904778","0.700224","1.909302","2.017487","0.587886","1.250075","0.919738","1.528998","1.116106","0.204268","0.334088","1.204526","0.543686","0.791723","1.051086","0.530199","2.541809","0.867352","4.208525","1.391883","0.751562","8.241729","3.262714","1.028411","0.742041","1.244060","3.590024"
"docosahexaenoate (dha; 22:6n3)","0.833394","0.949277","1.010870","1.186616","0.493060","0.482605","1.000000","2.133840","1.000000","0.907220","0.988526","0.621244","1.854506","0.400374","0.402348","1.043533","0.725418","0.987045","1.276772","0.926462","1.190134","1.434993","2.597485","0.881076","0.869921","0.296533","0.235042","0.373607","2.205179","0.141022","1.319599","4.215835","0.733022","0.518293","3.038008","1.426465","0.606597","0.809575","3.128144","4.153342","0.562104","1.632596","1.000000","2.326042","1.667788","0.701802","1.451399","0.712275","1.173344","0.341464","0.149979","0.341236","2.384263","0.826655","1.234626","2.235446","0.603188","1.809812","2.149990","2.133870","2.933465","0.855626","4.688605","3.239358","2.013636","0.984736","0.832888","3.044197"
"docosapentaenoate (dpa; 22:5n3)","1.000000","2.618196","0.776216","0.874709","0.408496","0.639532","0.444022","1.000000","0.967294","0.772118","1.317540","0.880469","1.123944","0.822834","0.494915","0.791752","0.646746","1.048097","1.485273","0.597472","0.960385","1.068070","1.072836","0.971763","1.244169","0.848200","1.226186","0.756590","0.798621","0.181794","0.788913","9.871521","0.713885","0.268727","3.971401","4.237805","1.331979","0.908111","2.834677","5.507997","0.918740","3.254291","0.996469","1.929664","2.479084","0.765948","1.276824","1.264549","1.438425","0.621341","0.215990","0.670001","5.430780","0.970946","0.978924","3.119139","0.245447","5.316263","3.943416","2.211514","3.591307","1.000000","3.172937","3.253938","2.345192","0.699214","4.330293","18.957151"
"docosapentaenoate (n6 dpa; 22:5n6)","0.548342","1.486890","1.598667","0.610936","0.492241","0.789557","1.209267","0.898423","1.312076","0.278630","0.474684","0.302895","2.320477","0.484023","0.570017","1.000000","0.943952","0.438660","1.205923","1.227092","1.733535","1.891381","2.982894","0.532043","2.881576","0.756440","0.382462","0.412087","0.772918","0.344819","0.963815","3.599383","0.475536","0.516739","3.886966","2.909728","0.442967","0.690764","2.438514","2.321473","2.072918","4.649322","0.515169","2.611989","2.724748","0.559981","1.512101","0.459950","1.171099","1.867992","0.124925","0.545660","0.907062","0.795357","3.064131","2.300508","1.115362","4.145698","0.900592","2.477554","2.536021","1.000000","5.715443","5.154053","1.117915","0.638685","1.000000","0.904327"
"docosatrienoate (22:3n3)","2.008808","0.467826","2.733017","1.512620","1.186859","1.328573","3.777886","0.862276","1.727442","0.424543","1.340509","0.717761","1.217533","0.653792","0.758446","1.117125","1.801248","0.665709","0.218306","0.982794","3.709341","0.882875","1.340648","0.309013","1.274410","0.269154","1.313569","0.144411","1.080742","0.592725","0.401271","1.036063","0.226383","1.730176","2.357355","1.644110","0.110702","0.417560","1.923309","0.668187","1.526903","1.644961","1.017206","0.747727","0.698030","0.110702","1.420777","0.435939","0.290654","2.469134","0.110702","0.149443","1.000000","0.140546","1.816800","0.515570","0.331390","1.598254","0.375703","2.408649","0.514273","1.343010","2.120627","0.747399","0.446117","0.363851","3.135072","2.187767"
"eicosenoate (20:1n9 or 1n11)","2.748093","0.705610","1.311964","1.233253","0.679773","0.471414","2.010643","1.257993","0.803887","0.792115","0.733967","0.834602","1.041111","0.458783","0.275718","0.761840","0.862243","0.628359","1.000000","0.507962","1.703297","0.767588","2.752619","0.405829","1.888990","0.246073","0.425271","0.540780","1.146795","0.371597","0.824911","1.782061","0.509362","0.858529","1.530506","2.946573","0.955369","0.463645","2.759308","2.059983","1.000000","5.337656","0.857498","3.511149","1.989219","0.682727","2.102484","1.559508","1.045265","0.932070","0.335031","0.368882","3.258685","0.711301","1.000000","1.603415","0.477328","2.120259","0.924427","4.969527","1.636403","1.099221","4.649042","3.851408","1.852594","0.715404","1.351946","6.290712"
"ergothioneine","0.754123","1.037711","0.619629","1.464961","0.405312","0.660244","2.013659","0.443311","0.319710","0.810011","0.439174","0.426665","0.409459","0.380285","0.395017","1.538548","1.133464","0.590173","0.887774","0.590840","0.680562","1.089531","2.147351","0.996181","0.752709","1.446093","0.783896","0.585245","0.846690","0.480976","1.754661","1.791963","0.654018","0.563638","0.536750","1.354222","1.000000","0.889931","1.548419","2.372482","1.030822","0.934367","1.594849","2.745524","3.203470","0.957323","6.060670","1.060414","3.456685","1.426915","1.101419","0.504296","1.269899","0.436961","1.631607","2.598555","2.537917","0.946452","4.192053","0.719192","1.428360","1.147631","0.444860","1.369643","1.000000","1.495272","1.000000","3.218562"
"erythritol","5.113288","9.090648","1.010698","3.212239","4.294413","1.031519","2.469650","3.280938","3.226501","7.171507","4.029434","4.230555","4.218642","19.556021","3.154030","4.638079","4.317497","0.577549","1.000000","5.555896","1.947119","1.538178","1.772953","2.256019","0.482642","10.120516","0.429320","8.372175","7.253343","11.008786","0.583308","0.690418","0.318153","3.624061","1.000000","0.403726","1.113385","0.635446","1.225852","0.727428","0.269742","0.822661","0.531443","0.535251","0.828668","0.687605","1.507438","0.236573","0.965343","8.700325","0.354469","0.994640","0.466392","0.770196","0.409633","0.562594","0.272431","0.915086","0.454639","0.473965","9.882818","1.000000","0.517646","0.912516","0.485709","0.533540","0.547968","0.505308"
"erythronate*","7.750797","1.767114","1.259140","6.333409","3.801364","1.186168","2.875333","2.744049","5.632286","6.687675","3.761565","8.192125","4.010619","7.706754","6.059560","4.905602","2.774410","1.000000","1.000000","3.323030","2.323197","1.557742","0.944339","1.894339","0.704136","5.887019","0.375460","4.416642","2.950709","12.472682","1.045658","0.588227","0.616852","6.019016","0.586418","1.011443","0.930523","0.281763","1.536640","1.000000","0.183048","0.811665","0.409787","0.726565","0.937403","0.805247","2.202966","0.301101","1.069308","10.047840","0.836672","0.434626","0.513067","0.682941","0.612033","0.969751","0.498710","1.224717","0.528320","0.726335","0.545481","0.605317","0.637655","0.414531","0.568620","0.586308","0.539708","0.858803"
"ethanolamine","0.521489","1.846422","1.145369","2.449861","1.000000","1.826616","1.000000","0.358582","1.611450","1.539133","2.054673","1.157511","2.997930","1.049146","1.159209","2.560785","1.007212","0.641466","0.796485","0.838303","1.560097","1.521116","1.187796","1.157807","0.679365","0.815292","3.659908","0.567701","2.801160","1.000000","1.223568","1.309408","0.345982","1.139271","1.529681","0.606493","1.111367","0.437139","1.168039","0.902521","0.792240","1.319977","0.495331","0.488253","1.029830","0.821735","0.395606","0.529202","3.085579","0.841281","0.292335","0.400741","0.473036","0.677094","2.623801","1.453780","0.539803","0.914964","0.973096","0.703933","1.918241","0.537874","0.177811","0.768716","0.513962","0.882197","0.596863","1.007857"
"fructose","5.540873","1.738932","1.000000","1.657285","2.107177","1.558677","0.402176","1.000000","2.894221","2.861681","1.111077","0.758097","3.279895","7.439558","0.809934","3.364796","1.324426","0.842352","3.054301","2.465386","0.639797","0.642668","2.484150","1.274306","0.718281","1.668461","0.301746","12.295131","1.043710","5.249693","1.000000","0.561159","1.642944","1.789259","0.418303","0.469917","2.819081","0.679782","2.154632","0.264883","1.236585","0.737223","0.205180","0.994418","0.497380","0.853315","9.406090","0.356335","0.324991","4.489864","0.633685","0.560595","0.619636","0.788110","0.266701","0.618994","0.307832","0.557416","0.919913","0.617450","11.950138","1.612404","8.016843","1.991194","1.930393","0.756488","0.470931","0.928000"
"fructose 1-phosphate","3.805427","2.147311","1.763676","0.975687","1.036214","1.937086","0.165600","0.165600","4.611042","1.754958","0.760066","0.443102","5.386150","1.229149","0.339346","1.904339","1.561067","0.537981","2.342415","1.268221","0.458026","0.820662","0.442808","0.680235","0.165600","0.682038","0.215430","0.964461","1.009441","3.598746","0.232646","0.469123","0.864022","3.056449","0.990559","0.390465","0.707528","0.165600","1.806703","0.165600","0.165600","0.323950","0.165600","0.927096","0.165600","0.830203","1.187855","0.165600","0.165600","2.697263","0.165600","0.165600","0.568005","1.000000","0.348786","1.068601","0.165600","0.205235","0.960721","0.410961","9.380595","1.293256","0.165600","1.066802","1.965073","1.027918","0.165600","1.039279"
